3, 0.109802557466
4, 0.335571110748
5, 0.372284975748
6, 0.402546250877
7, 0.414609879795
8, 0.436066299442
9, 0.52639799892
10, 0.548115397882
11, 0.532642875144
12, 0.522372756473
13, 0.558376892929
14, 0.561816076264
15, 0.589340690936
16, 0.59951459814
17, 0.589575910708
18, 0.59064828414
19, 0.586277683029
20, 0.600368110757
21, 0.60357474904
22, 0.606927273931
23, 0.612650597541
24, 0.619400776904
25, 0.628855136818
26, 0.624571791399
27, 0.627222231246
28, 0.631557470137
29, 0.630584011733
30, 0.633809792668
