2, 0.456149416073
3, 0.43115967835
4, 0.551335211312
5, 0.647710059971
6, 0.668370054215
7, 0.689268133245
8, 0.733442191995
9, 0.717756918215
10, 0.713930800015
11, 0.736248080034
12, 0.753023680369
13, 0.785236621692
14, 0.788480575343
15, 0.800616460732
16, 0.807199046745
17, 0.813364009045
18, 0.8130315433
19, 0.831936139968
20, 0.827631313236
21, 0.835591127905
22, 0.833346696205
23, 0.845032624635
24, 0.844163779234
25, 0.846472097173
26, 0.855232067235
27, 0.85992214147
28, 0.867438812713
29, 0.86342356572
30, 0.865152327079
